customer_id,total_purchase,frequency_purchase,client_category
CS2284,2179,29,3
CS2285,2022,29,3
CS2286,1088,15,2
CS2287,1170,17,2
CS2288,1254,19,2
CS2289,1311,20,2
CS2290,1823,26,3
CS2291,1424,20,2
CS2292,1582,23,3
CS2293,1513,22,2
CS2294,1615,22,3
CS2295,1450,21,2
CS2296,1876,25,3
CS2297,1447,19,2
CS2298,1568,21,2
CS2299,1982,29,3
CS2300,1648,23,3
CS2301,968,14,2
CS2302,1585,23,3
CS2303,1673,24,3
CS2304,1214,16,2
CS2305,1717,24,3
CS2306,1454,21,2
CS2307,1207,16,2
CS2308,1542,22,3
CS2309,1472,22,2
CS2310,2035,28,3
CS2311,1321,18,2
CS2312,1769,26,3
CS2313,1507,22,2
CS2314,982,16,2
CS2315,1022,16,2
CS2316,2330,33,3
CS2317,1403,21,2
CS2318,1305,17,2
CS2319,1253,18,2
CS2320,1379,19,2
CS2321,1560,20,2
CS2322,1360,18,2
CS2323,1661,22,3
CS2324,898,13,2
CS2325,1222,18,2
CS2326,681,11,1
CS2327,1841,26,3
CS2328,1868,27,3
CS2329,1531,21,2
CS2330,1458,19,2
CS2331,1831,26,3
CS2332,909,16,2
CS2333,1822,24,3
CS2334,1202,17,2
CS2335,1112,18,2
CS2336,1678,22,3
CS2337,1454,21,2
CS2338,2073,27,3
CS2339,862,13,2
CS2340,1487,21,2
CS2341,1668,24,3
CS2342,1165,17,2
CS2343,1330,18,2
CS2344,1660,23,3
CS2345,2051,29,3
CS2346,1817,28,3
CS2347,1267,18,2
CS2348,1598,25,3
CS2349,1421,20,2
CS2350,1584,23,3
CS2351,1679,23,3
CS2352,1539,20,2
CS2353,1114,16,2
CS2354,1682,23,3
CS2355,1458,20,2
CS2356,1335,20,2
CS2357,1753,24,3
CS2358,1105,15,2
CS2359,1770,24,3
CS2360,881,13,2
CS2361,2193,30,3
CS2362,1505,21,2
CS2363,1550,24,3
CS2364,1866,25,3
CS2365,994,15,2
CS2366,1156,18,2
CS2367,1208,19,2
CS2368,1859,27,3
CS2369,1736,24,3
CS2370,1420,21,2
CS2371,1455,22,2
CS2372,1569,22,3
CS2373,1728,26,3
CS2374,1340,20,2
CS2375,1627,21,2
CS2376,656,10,1
CS2377,1763,24,3
CS2378,1680,25,3
CS2379,1225,16,2
CS2380,717,9,1
CS2381,1292,19,2
CS2382,1247,17,2
CS2383,1227,20,2
CS2384,1323,21,2
CS2385,1299,18,2
CS2386,1552,21,2
CS2387,1758,24,3
CS2388,1445,21,2
CS2389,1613,20,2
CS2390,736,10,1
CS2391,1768,25,3
CS2392,1288,18,2
CS2393,1283,20,2
CS2394,1378,18,2
CS2395,1498,22,2
CS2396,796,11,2
CS2397,1513,23,2
CS2398,1338,18,2
CS2399,1777,25,3
CS2400,1082,16,2
CS2401,1010,15,2
CS2402,1063,13,2
CS2403,1640,24,3
CS2404,1641,23,3
CS2405,834,12,2
CS2406,1052,15,2
CS2407,1732,25,3
CS2408,687,11,1
CS2409,989,15,2
CS2410,847,13,2
CS2411,1527,21,2
CS2412,1084,16,2
CS2413,1074,15,2
CS2414,1492,19,2
CS2415,1821,25,3
CS2416,1353,20,2
CS2417,1235,18,2
CS2418,951,15,2
CS2419,1676,22,3
CS2420,1470,22,2
CS2421,2054,28,3
CS2422,1435,20,2
CS2423,1333,20,2
CS2424,1536,20,2
CS2425,1647,23,3
CS2426,1288,18,2
CS2427,1122,15,2
CS2428,1446,20,2
CS2429,1816,25,3
CS2430,1756,27,3
CS2431,981,14,2
CS2432,1493,19,2
CS2433,1928,30,3
CS2434,1746,26,3
CS2435,1056,16,2
CS2436,1607,22,3
CS2437,1611,21,2
CS2438,1423,22,2
CS2439,1618,23,3
CS2440,809,11,2
CS2441,1513,23,2
CS2442,1869,28,3
CS2443,1246,19,2
CS2444,938,15,2
CS2445,1135,19,2
CS2446,701,10,1
CS2447,1329,17,2
CS2448,1373,21,2
CS2449,1166,16,2
CS2450,1238,16,2
CS2451,1169,16,2
CS2452,1291,20,2
CS2453,1374,19,2
CS2454,1643,23,3
CS2455,1520,24,3
CS2456,1219,17,2
CS2457,1572,24,3
CS2458,1038,16,2
CS2459,1968,27,3
CS2460,1527,23,3
CS2461,1355,22,2
CS2462,1431,20,2
CS2463,1131,17,2
CS2464,1243,18,2
CS2465,1456,20,2
CS2466,1030,16,2
CS2467,814,13,2
CS2468,1892,25,3
CS2469,1322,20,2
CS2470,1216,15,2
CS2471,1218,18,2
CS2472,1231,19,2
CS2473,1429,19,2
CS2474,1070,17,2
CS2475,989,16,2
CS2476,1676,22,3
CS2477,969,15,2
CS2478,1164,17,2
CS2479,747,10,1
CS2480,1296,19,2
CS2481,906,15,2
CS2482,2098,31,3
CS2483,1136,15,2
CS2484,1142,17,2
CS2485,1517,21,2
CS2486,1418,20,2
CS2487,1727,25,3
CS2488,1318,19,2
CS2489,1228,19,2
CS2490,1561,22,3
CS2491,1282,19,2
CS2492,1211,17,2
CS2493,1817,28,3
CS2494,1678,21,2
CS2495,1067,17,2
CS2496,1573,23,3
CS2497,1069,17,2
CS2498,896,14,2
CS2499,1515,21,2
CS2500,1103,17,2
CS2501,1600,23,3
CS2502,1871,24,3
CS2503,1001,15,2
CS2504,927,11,2
CS2505,1106,16,2
CS2506,1505,20,2
CS2507,1721,23,3
CS2508,2049,29,3
CS2509,981,13,2
CS2510,1300,20,2
CS2511,1291,18,2
CS2512,1877,25,3
CS2513,1619,22,3
CS2514,1405,21,2
CS2515,1517,22,2
CS2516,1258,17,2
CS2517,918,15,2
CS2518,1293,21,2
CS2519,1934,25,3
CS2520,1524,22,3
CS2521,1401,21,2
CS2522,1373,19,2
CS2523,1150,17,2
CS2524,1164,16,2
CS2525,1435,20,2
CS2526,1014,14,2
CS2527,1654,23,3
CS2528,1132,17,2
CS2529,1564,19,2
CS2530,1122,19,2
CS2531,1770,26,3
CS2532,1106,14,2
CS2533,1609,24,3
CS2534,1391,19,2
CS2535,1355,18,2
CS2536,1886,25,3
CS2537,1095,17,2
CS2538,1477,22,2
CS2539,1259,18,2
CS2540,1352,20,2
CS2541,1968,28,3
CS2542,1283,17,2
CS2543,1596,22,3
CS2544,1490,22,2
CS2545,1828,24,3
CS2546,1588,24,3
CS2547,1342,19,2
CS2548,1661,24,3
CS2549,1213,17,2
CS2550,742,12,1
CS2551,1670,22,3
CS2552,1827,27,3
CS2553,1200,17,2
CS2554,851,12,2
CS2555,1146,18,2
CS2556,1464,19,2
CS2557,1193,16,2
CS2558,1305,19,2
CS2559,774,10,1
CS2560,1012,16,2
CS2561,1237,19,2
CS2562,999,13,2
CS2563,1055,17,2
CS2564,1114,16,2
CS2565,1461,22,2
CS2566,1243,17,2
CS2567,1156,17,2
CS2568,1901,28,3
CS2569,1773,24,3
CS2570,754,10,1
CS2571,1590,21,2
CS2572,1101,15,2
CS2573,1218,18,2
CS2574,990,15,2
CS2575,1859,24,3
CS2576,916,12,2
CS2577,1303,18,2
CS2578,1701,25,3
CS2579,2006,30,3
CS2580,1187,20,2
CS2581,1075,14,2
CS2582,1861,29,3
CS2583,987,15,2
CS2584,1814,25,3
CS2585,1484,21,2
CS2586,1061,16,2
CS2587,747,12,1
CS2588,1561,23,3
CS2589,1442,20,2
CS2590,1437,22,2
CS2591,1609,22,3
CS2592,1519,20,2
CS2593,1199,14,2
CS2594,1420,20,2
CS2595,1516,23,2
CS2596,923,12,2
CS2597,1474,21,2
CS2598,1244,18,2
CS2599,1974,28,3
CS2600,1768,25,3
CS2601,1840,25,3
CS2602,1484,20,2
CS2603,1206,17,2
CS2604,1426,22,2
CS2605,1182,18,2
CS2606,1211,17,2
CS2607,783,13,2
CS2608,993,16,2
CS2609,1156,15,2
CS2610,1649,22,3
CS2611,1623,21,2
CS2612,1510,21,2
CS2613,1537,22,3
CS2614,1180,18,2
CS2615,2090,30,3
CS2616,569,9,1
CS2617,1157,17,2
CS2618,1305,18,2
CS2619,1387,21,2
CS2620,2360,35,3
CS2621,1540,23,3
CS2622,1664,21,2
CS2623,1629,23,3
CS2624,1919,27,3
CS2625,1762,25,3
CS2626,926,12,2
CS2627,1524,21,2
CS2628,2135,29,3
CS2629,828,12,2
CS2630,1234,17,2
CS2631,972,13,2
CS2632,1164,18,2
CS2633,1371,19,2
CS2634,1423,19,2
CS2635,1438,23,2
CS2636,1164,16,2
CS2637,1902,26,3
CS2638,1690,25,3
CS2639,1797,26,3
CS2640,1296,18,2
CS2641,1227,19,2
CS2642,1180,17,2
CS2643,1644,22,3
CS2644,1507,20,2
CS2645,858,14,2
CS2646,1019,17,2
CS2647,1830,23,3
CS2648,1610,25,3
CS2649,1460,21,2
CS2650,1149,15,2
CS2651,1712,22,3
CS2652,1440,20,2
CS2653,1454,22,2
CS2654,952,16,2
CS2655,1896,27,3
CS2656,1729,24,3
CS2657,2286,29,3
CS2658,1816,24,3
CS2659,1429,20,2
CS2660,844,15,2
CS2661,1874,26,3
CS2662,1735,26,3
CS2663,1788,24,3
CS2664,1512,23,2
CS2665,1273,19,2
CS2666,1321,18,2
CS2667,993,14,2
CS2668,1427,19,2
CS2669,1953,30,3
CS2670,1398,20,2
CS2671,1554,20,2
CS2672,1530,20,2
CS2673,1112,15,2
CS2674,854,12,2
CS2675,1411,17,2
CS2676,1693,24,3
CS2677,1025,14,2
CS2678,978,13,2
CS2679,1986,29,3
CS2680,986,16,2
CS2681,1305,21,2
CS2682,2045,29,3
CS2683,1665,25,3
CS2684,1184,15,2
CS2685,1474,20,2
CS2686,1399,22,2
CS2687,1731,28,3
CS2688,1452,22,2
CS2689,992,13,2
CS2690,1560,21,2
CS2691,1121,16,2
CS2692,1913,28,3
CS2693,1655,21,2
CS2694,1269,19,2
CS2695,1538,23,3
CS2696,1292,18,2
CS2697,1060,16,2
CS2698,671,12,1
CS2699,1280,19,2
CS2700,1874,26,3
CS2701,1101,18,2
CS2702,2090,29,3
CS2703,1615,25,3
CS2704,1462,20,2
CS2705,1268,17,2
CS2706,1434,20,2
CS2707,1498,21,2
CS2708,1546,23,3
CS2709,936,13,2
CS2710,1635,22,3
CS2711,1302,18,2
CS2712,1366,20,2
CS2713,1329,20,2
CS2714,871,13,2
CS2715,1369,20,2
CS2716,1335,16,2
CS2717,827,12,2
CS2718,751,11,1
CS2719,1667,25,3
CS2720,1294,21,2
CS2721,1722,23,3
CS2722,1431,21,2
CS2723,1446,21,2
CS2724,1166,14,2
CS2725,1395,21,2
CS2726,1421,20,2
CS2727,1698,25,3
CS2728,1488,20,2
CS2729,1401,21,2
CS2730,1186,16,2
CS2731,1736,22,3
CS2732,1362,18,2
CS2733,1725,24,3
CS2734,1242,19,2
CS2735,1813,26,3
CS2736,1733,25,3
CS2737,1317,20,2
CS2738,1799,25,3
CS2739,1962,27,3
CS2740,1048,14,2
CS2741,1528,23,3
CS2742,1565,24,3
CS2743,1295,20,2
CS2744,1174,18,2
CS2745,1525,24,3
CS2746,1023,15,2
CS2747,1284,18,2
CS2748,1537,23,3
CS2749,1225,18,2
CS2750,1067,17,2
CS2751,1571,22,3
CS2752,1100,18,2
CS2753,1256,18,2
CS2754,1638,22,3
CS2755,1983,30,3
CS2756,1450,23,2
CS2757,1526,22,3
CS2758,957,15,2
CS2759,1315,18,2
CS2760,1091,15,2
CS2761,1214,17,2
CS2762,755,12,1
CS2763,839,11,2
CS2764,990,13,2
CS2765,1639,24,3
CS2766,1706,27,3
CS2767,1323,18,2
CS2768,1306,18,2
CS2769,2202,30,3
CS2770,1707,25,3
CS2771,1671,25,3
CS2772,1208,17,2
CS2773,1474,22,2
CS2774,763,11,1
CS2775,1600,22,3
CS2776,2099,28,3
CS2777,1457,20,2
CS2778,1157,16,2
CS2779,934,14,2
CS2780,1303,18,2
CS2781,1098,16,2
CS2782,1585,21,2
CS2783,2060,29,3
CS2784,1750,24,3
CS2785,1702,23,3
CS2786,2034,29,3
CS2787,1641,23,3
CS2788,1218,19,2
CS2789,2003,26,3
CS2790,1496,19,2
CS2791,1381,19,2
CS2792,1557,21,2
CS2793,1668,22,3
CS2794,1789,23,3
CS2795,1609,22,3
CS2796,1279,18,2
CS2797,1352,20,2
CS2798,1535,21,2
CS2799,1102,17,2
CS2800,1063,16,2
CS2801,1148,18,2
CS2802,1347,20,2
CS2803,1034,15,2
CS2804,1530,22,3
CS2805,1104,18,2
CS2806,762,11,1
CS2807,1316,19,2
CS2808,1509,24,2
CS2809,1594,24,3
CS2810,1082,15,2
CS2811,1110,17,2
CS2812,1134,16,2
CS2813,1593,23,3
CS2814,1385,18,2
CS2815,1166,16,2
CS2816,1401,21,2
CS2817,1406,21,2
CS2818,2018,29,3
CS2819,1338,20,2
CS2820,1596,23,3
CS2821,1864,27,3
CS2822,1131,15,2
CS2823,1731,25,3
CS2824,1292,20,2
CS2825,873,14,2
CS2826,1142,18,2
CS2827,1455,21,2
CS2828,1350,20,2
CS2829,1794,24,3
CS2830,2070,28,3
CS2831,1250,17,2
CS2832,1585,24,3
CS2833,1299,18,2
CS2834,1747,24,3
CS2835,1800,24,3
CS2836,1297,18,2
CS2837,1813,26,3
CS2838,1446,18,2
CS2839,1295,19,2
CS2840,2074,29,3
CS2841,792,12,2
CS2842,1733,24,3
CS2843,1374,18,2
CS2844,740,11,1
CS2845,1829,27,3
CS2846,1283,19,2
CS2847,1493,21,2
CS2848,1331,19,2
CS2849,1301,21,2
CS2850,1131,17,2
CS2851,1392,19,2
CS2852,1151,16,2
CS2853,1779,25,3
CS2854,1564,23,3
CS2855,1346,19,2
CS2856,1448,21,2
CS2857,1095,15,2
CS2858,1555,23,3
CS2859,792,13,2
CS2860,1356,21,2
CS2861,1082,14,2
CS2862,1734,24,3
CS2863,1716,25,3
CS2864,1442,23,2
CS2865,1868,25,3
CS2866,1488,22,2
CS2867,1464,21,2
CS2868,1507,20,2
CS2869,1452,21,2
CS2870,1670,24,3
CS2871,2124,29,3
CS2872,1674,22,3
CS2873,2045,29,3
CS2874,930,14,2
CS2875,1007,15,2
CS2876,1369,21,2
CS2877,1677,24,3
CS2878,1610,23,3
CS2879,1028,15,2
CS2880,1482,20,2
CS2881,1801,26,3
CS2882,781,11,1
CS2883,1658,21,2
CS2884,1399,21,2
CS2885,1781,28,3
CS2886,897,16,2
CS2887,1527,25,3
CS2888,1792,24,3
CS2889,1536,22,3
CS2890,1308,19,2
CS2891,1823,24,3
CS2892,1181,17,2
CS2893,1724,24,3
CS2894,1377,19,2
CS2895,1304,21,2
CS2896,1845,24,3
CS2897,1188,16,2
CS2898,1336,21,2
CS2899,1673,24,3
CS2900,1954,26,3
CS2901,1259,19,2
CS2902,1961,28,3
CS2903,1289,17,2
CS2904,1869,25,3
CS2905,1185,17,2
CS2906,1935,27,3
CS2907,2039,29,3
CS2908,1061,16,2
CS2909,1412,19,2
CS2910,1345,23,2
CS2911,1511,21,2
CS2912,1361,20,2
CS2913,1490,21,2
CS2914,1792,26,3
CS2915,1749,24,3
CS2916,1514,21,2
CS2917,1474,20,2
CS2918,1741,24,3
CS2919,1313,18,2
CS2920,1419,21,2
CS2921,1044,16,2
CS2922,977,15,2
CS2923,966,13,2
CS2924,1459,21,2
CS2925,997,14,2
CS2926,986,14,2
CS2927,1581,25,3
CS2928,1243,17,2
CS2929,1449,22,2
CS2930,1955,26,3
CS2931,1550,21,2
CS2932,1228,18,2
CS2933,900,13,2
CS2934,1227,17,2
CS2935,1388,21,2
CS2936,813,13,2
CS2937,1394,20,2
CS2938,2039,30,3
CS2939,1227,17,2
CS2940,1334,21,2
CS2941,1077,13,2
CS2942,1246,17,2
CS2943,1306,19,2
CS2944,1239,17,2
CS2945,1911,26,3
CS2946,2238,31,3
CS2947,1348,19,2
CS2948,1199,17,2
CS2949,1581,24,3
CS2950,1072,16,2
CS2951,2382,32,3
CS2952,1691,25,3
CS2953,1093,17,2
CS2954,1404,17,2
CS2955,1191,17,2
CS2956,2050,29,3
CS2957,1251,19,2
CS2958,778,13,1
CS2959,1124,16,2
CS2960,1178,16,2
CS2961,2183,30,3
CS2962,1639,23,3
CS2963,1109,16,2
CS2964,1363,21,2
CS2965,793,13,2
CS2966,1143,18,2
CS2967,1425,21,2
CS2968,1649,24,3
CS2969,1314,18,2
CS2970,1496,21,2
CS2971,1029,16,2
CS2972,1301,19,2
CS2973,1317,19,2
CS2974,1368,19,2
CS2975,1387,22,2
CS2976,897,14,2
CS2977,1490,21,2
CS2978,1470,20,2
CS2979,1398,20,2
CS2980,1562,21,2
CS2981,1369,18,2
CS2982,1543,22,3
CS2983,1524,23,3
CS2984,1955,29,3
CS2985,1133,16,2
CS2986,1720,25,3
CS2987,1508,20,2
CS2988,1543,22,3
CS2989,1702,26,3
CS2990,1765,27,3
CS2991,1568,22,3
CS2992,1031,16,2
CS2993,1190,16,2
CS2994,1470,22,2
CS2995,794,14,2
CS2996,1719,25,3
CS2997,1503,21,2
CS2998,1456,21,2
CS2999,1262,19,2
CS3000,1379,20,2
CS3001,1193,15,2
CS3002,1394,22,2
CS3003,1213,17,2
CS3004,1939,24,3
CS3005,1740,23,3
CS3006,1732,24,3
CS3007,1127,16,2
CS3008,1788,24,3
CS3009,895,14,2
CS3010,1862,26,3
CS3011,1890,28,3
CS3012,1688,24,3
CS3013,2259,35,3
CS3014,1641,23,3
CS3015,1601,24,3
CS3016,634,9,1
CS3017,1424,19,2
CS3018,1190,19,2
CS3019,1593,23,3
CS3020,1486,23,2
CS3021,871,13,2
CS3022,1469,21,2
CS3023,1242,19,2
CS3024,1738,24,3
CS3025,960,13,2
CS3026,1409,21,2
CS3027,1345,19,2
CS3028,2214,31,3
CS3029,1705,24,3
CS3030,1579,23,3
CS3031,1407,20,2
CS3032,1305,17,2
CS3033,981,14,2
CS3034,1555,22,3
CS3035,1365,20,2
CS3036,1587,23,3
CS3037,1324,21,2
CS3038,1283,17,2
CS3039,1296,17,2
CS3040,1266,17,2
CS3041,1397,22,2
CS3042,936,14,2
CS3043,1154,17,2
CS3044,1576,22,3
CS3045,1351,18,2
CS3046,1631,22,3
CS3047,1729,25,3
CS3048,693,11,1
CS3049,1333,21,2
CS3050,1206,20,2
CS3051,1375,19,2
CS3052,1811,26,3
CS3053,1311,15,2
CS3054,1028,14,2
CS3055,1542,21,2
CS3056,1169,17,2
CS3057,924,13,2
CS3058,1810,25,3
CS3059,1349,18,2
CS3060,1763,24,3
CS3061,1749,23,3
CS3062,1546,21,2
CS3063,919,14,2
CS3064,1425,22,2
CS3065,967,16,2
CS3066,1273,19,2
CS3067,1450,22,2
CS3068,1181,18,2
CS3069,1487,22,2
CS3070,1433,21,2
CS3071,1642,23,3
CS3072,1154,18,2
CS3073,1940,27,3
CS3074,1794,22,3
CS3075,1261,19,2
CS3076,1605,21,2
CS3077,1977,29,3
CS3078,1021,17,2
CS3079,1535,24,3
CS3080,1596,24,3
CS3081,1472,21,2
CS3082,1400,21,2
CS3083,1069,17,2
CS3084,904,12,2
CS3085,1618,23,3
CS3086,1561,23,3
CS3087,1007,16,2
CS3088,1106,16,2
CS3089,1050,14,2
CS3090,1198,18,2
CS3091,881,14,2
CS3092,1594,21,2
CS3093,1383,21,2
CS3094,1121,15,2
CS3095,1634,24,3
CS3096,1325,18,2
CS3097,1296,19,2
CS3098,1359,21,2
CS3099,1112,17,2
CS3100,1437,18,2
CS3101,2106,30,3
CS3102,1031,14,2
CS3103,1006,16,2
CS3104,1174,17,2
CS3105,1432,21,2
CS3106,1270,18,2
CS3107,1233,17,2
CS3108,1032,16,2
CS3109,1402,20,2
CS3110,1279,19,2
CS3111,1644,21,2
CS3112,1225,20,2
CS3113,937,12,2
CS3114,1173,18,2
CS3115,1074,15,2
CS3116,1918,25,3
CS3117,1562,23,3
CS3118,1436,22,2
CS3119,1642,22,3
CS3120,808,12,2
CS3121,1694,23,3
CS3122,1519,23,2
CS3123,1543,23,3
CS3124,1335,19,2
CS3125,1116,14,2
CS3126,1304,20,2
CS3127,1665,26,3
CS3128,1472,23,2
CS3129,1894,27,3
CS3130,1674,24,3
CS3131,2060,28,3
CS3132,1719,22,3
CS3133,892,14,2
CS3134,1203,19,2
CS3135,1097,16,2
CS3136,1629,24,3
CS3137,1201,17,2
CS3138,999,16,2
CS3139,1673,23,3
CS3140,852,12,2
CS3141,1772,25,3
CS3142,1463,19,2
CS3143,1432,23,2
CS3144,1808,25,3
CS3145,1339,21,2
CS3146,1316,18,2
CS3147,1211,17,2
CS3148,1474,20,2
CS3149,783,12,2
CS3150,1149,16,2
CS3151,1275,18,2
CS3152,924,15,2
CS3153,1331,18,2
CS3154,1478,22,2
CS3155,1858,25,3
CS3156,1624,24,3
CS3157,1686,22,3
CS3158,1229,17,2
CS3159,1462,20,2
CS3160,1019,16,2
CS3161,1253,18,2
CS3162,998,17,2
CS3163,2413,31,3
CS3164,1916,29,3
CS3165,2202,30,3
CS3166,1697,25,3
CS3167,1345,18,2
CS3168,962,14,2
CS3169,1061,14,2
CS3170,1178,18,2
CS3171,1205,16,2
CS3172,1465,22,2
CS3173,1085,17,2
CS3174,1581,23,3
CS3175,954,13,2
CS3176,895,16,2
CS3177,1246,18,2
CS3178,1543,21,2
CS3179,1572,24,3
CS3180,1911,25,3
CS3181,1593,22,3
CS3182,1630,25,3
CS3183,1370,21,2
CS3184,1578,20,2
CS3185,939,13,2
CS3186,1581,21,2
CS3187,1487,21,2
CS3188,1188,18,2
CS3189,1652,24,3
CS3190,1684,23,3
CS3191,1478,23,2
CS3192,891,12,2
CS3193,1288,19,2
CS3194,1459,22,2
CS3195,1743,27,3
CS3196,1540,22,3
CS3197,1176,16,2
CS3198,1742,24,3
CS3199,1542,24,3
CS3200,1015,14,2
CS3201,2014,26,3
CS3202,1565,21,2
CS3203,1319,18,2
CS3204,1154,19,2
CS3205,1522,23,3
CS3206,1256,18,2
CS3207,1322,20,2
CS3208,1123,15,2
CS3209,1707,23,3
CS3210,1772,24,3
CS3211,741,11,1
CS3212,1689,21,2
CS3213,1446,24,2
CS3214,1464,21,2
CS3215,1128,16,2
CS3216,1597,22,3
CS3217,1506,19,2
CS3218,1717,22,3
CS3219,1654,23,3
CS3220,1429,20,2
CS3221,2159,28,3
CS3222,1828,25,3
CS3223,1699,24,3
CS3224,1751,26,3
CS3225,1204,16,2
CS3226,1183,17,2
CS3227,1545,21,2
CS3228,2047,28,3
CS3229,1754,27,3
CS3230,1222,19,2
CS3231,1314,19,2
CS3232,1562,21,2
CS3233,1177,16,2
CS3234,1707,26,3
CS3235,790,13,2
CS3236,995,15,2
CS3237,1545,22,3
CS3238,1529,21,2
CS3239,769,13,1
CS3240,1016,16,2
CS3241,1257,17,2
CS3242,1843,24,3
CS3243,1358,18,2
CS3244,1095,15,2
CS3245,1321,20,2
CS3246,1012,15,2
CS3247,1597,21,2
CS3248,823,14,2
CS3249,1868,28,3
CS3250,1217,18,2
CS3251,1162,18,2
CS3252,1039,15,2
CS3253,1241,19,2
CS3254,1443,21,2
CS3255,1197,19,2
CS3256,1384,20,2
CS3257,1135,16,2
CS3258,1348,20,2
CS3259,1674,23,3
CS3260,1654,21,2
CS3261,1047,16,2
CS3262,1555,22,3
CS3263,1415,20,2
CS3264,1271,17,2
CS3265,1292,20,2
CS3266,973,16,2
CS3267,1393,20,2
CS3268,1685,22,3
CS3269,882,13,2
CS3270,2349,33,3
CS3271,1747,26,3
CS3272,1393,19,2
CS3273,1190,18,2
CS3274,1824,26,3
CS3275,1126,18,2
CS3276,1626,24,3
CS3277,1431,20,2
CS3278,1866,27,3
CS3279,1331,21,2
CS3280,1253,18,2
CS3281,961,15,2
CS3282,1239,17,2
CS3283,1338,20,2
CS3284,1139,17,2
CS3285,1619,21,2
CS3286,1150,18,2
CS3287,1297,19,2
CS3288,1496,21,2
CS3289,1963,26,3
CS3290,1639,23,3
CS3291,1994,26,3
CS3292,1592,21,2
CS3293,1000,14,2
CS3294,1225,18,2
CS3295,1655,23,3
CS3296,1560,24,3
CS3297,979,15,2
CS3298,1574,23,3
CS3299,1509,23,2
CS3300,966,16,2
CS3301,1668,25,3
CS3302,1702,24,3
CS3303,834,13,2
CS3304,1634,24,3
CS3305,1549,23,3
CS3306,1018,14,2
CS3307,1037,13,2
CS3308,975,14,2
CS3309,1159,16,2
CS3310,1595,22,3
CS3311,1850,26,3
CS3312,937,13,2
CS3313,1561,23,3
CS3314,1048,15,2
CS3315,1805,26,3
CS3316,1176,16,2
CS3317,565,8,1
CS3318,1437,19,2
CS3319,833,14,2
CS3320,928,14,2
CS3321,1487,22,2
CS3322,1814,23,3
CS3323,1145,17,2
CS3324,1905,27,3
CS3325,1194,19,2
CS3326,1588,23,3
CS3327,1843,26,3
CS3328,1260,18,2
CS3329,1164,18,2
CS3330,1490,23,2
CS3331,1124,16,2
CS3332,1441,18,2
CS3333,1300,18,2
CS3334,1339,20,2
CS3335,1651,22,3
CS3336,1167,17,2
CS3337,1579,25,3
CS3338,1092,16,2
CS3339,1966,26,3
CS3340,1399,21,2
CS3341,970,15,2
CS3342,1348,18,2
CS3343,1600,24,3
CS3344,769,11,1
CS3345,1399,19,2
CS3346,1430,18,2
CS3347,1297,19,2
CS3348,2024,28,3
CS3349,1483,20,2
CS3350,1300,18,2
CS3351,1370,20,2
CS3352,1190,16,2
CS3353,1823,26,3
CS3354,963,16,2
CS3355,2118,30,3
CS3356,2221,31,3
CS3357,1482,22,2
CS3358,1613,23,3
CS3359,1712,25,3
CS3360,1410,22,2
CS3361,1225,17,2
CS3362,2303,30,3
CS3363,1570,23,3
CS3364,1082,15,2
CS3365,1747,23,3
CS3366,1869,24,3
CS3367,1274,16,2
CS3368,1658,26,3
CS3369,1731,25,3
CS3370,616,9,1
CS3371,1820,25,3
CS3372,1642,23,3
CS3373,1597,25,3
CS3374,1195,18,2
CS3375,1159,18,2
CS3376,1149,18,2
CS3377,1892,23,3
CS3378,749,10,1
CS3379,1078,14,2
CS3380,1114,15,2
CS3381,982,14,2
CS3382,1666,24,3
CS3383,1764,26,3
CS3384,1526,21,2
CS3385,778,13,1
CS3386,1430,20,2
CS3387,1064,13,2
CS3388,1337,22,2
CS3389,1132,16,2
CS3390,1208,17,2
CS3391,1459,19,2
CS3392,1169,16,2
CS3393,976,14,2
CS3394,1365,17,2
CS3395,637,11,1
CS3396,1102,17,2
CS3397,1406,20,2
CS3398,1581,21,2
CS3399,1206,17,2
CS3400,1615,24,3
CS3401,1460,20,2
CS3402,1246,18,2
CS3403,1536,22,3
CS3404,1545,21,2
CS3405,837,12,2
CS3406,1506,23,2
CS3407,1025,15,2
CS3408,1515,21,2
CS3409,2106,27,3
CS3410,1942,26,3
CS3411,1556,21,2
CS3412,1349,18,2
CS3413,936,13,2
CS3414,2105,28,3
CS3415,1682,22,3
CS3416,1441,20,2
CS3417,1954,29,3
CS3418,1200,17,2
CS3419,1635,22,3
CS3420,1768,28,3
CS3421,1617,24,3
CS3422,930,14,2
CS3423,1165,17,2
CS3424,1219,17,2
CS3425,1366,20,2
CS3426,1896,28,3
CS3427,1174,16,2
CS3428,1553,22,3
CS3429,1599,22,3
CS3430,1006,15,2
CS3431,1661,22,3
CS3432,1092,16,2
CS3433,1354,20,2
CS3434,1429,21,2
CS3435,1041,16,2
CS3436,1256,17,2
CS3437,1329,17,2
CS3438,1175,17,2
CS3439,1320,21,2
CS3440,1905,29,3
CS3441,1721,26,3
CS3442,1850,26,3
CS3443,1113,16,2
CS3444,1453,20,2
CS3445,839,13,2
CS3446,837,12,2
CS3447,1810,24,3
CS3448,1640,21,2
CS3449,1048,16,2
CS3450,1690,23,3
CS3451,1736,23,3
CS3452,1714,24,3
CS3453,1726,25,3
CS3454,1434,21,2
CS3455,1292,21,2
CS3456,1679,23,3
CS3457,1048,14,2
CS3458,1181,18,2
CS3459,1361,21,2
